id,text,source_forum,timestamp
post_1519,leak from fortune 500 1 million records includes credential,exploit_in,2024-06-26 23:14:00
post_1520,account stuffing list healthcare provider 50k checked monero,hackforums,2024-04-24 12:30:00
post_1521,leak from crypto exchange 200k records includes credential,raidforums,2024-01-17 23:40:00
post_1522,buying logs from social media paying 500 usd in btc,hackforums,2024-05-07 22:54:00
post_1523,malware builder fud fully undetected bypass database server bulk discount,breachforums,2024-03-22 21:33:00
post_1524,200k credit card from university verified usdt,exploit_in,2024-04-09 12:46:00
post_1525,exploit for database server no logs pm for price escrow available,darknetlive,2024-02-15 23:21:00
post_1526,zero day in ios browser guaranteed unpatched selling 0.5 btc,exploit_in,2024-02-05 11:52:00
post_1527,zero day in vpn client no logs unpatched selling pm for price,exploit_in,2024-02-26 06:34:00
post_1528,phishing kit hospital clone tested xmr,raidforums,2024-05-16 10:46:00
post_1529,malware builder bypass av bypass ios browser bulk discount,raidforums,2024-05-09 03:35:00
post_1530,exploit for office365 automated bulk discount escrow available,raidforums,2024-01-05 19:20:00
post_1531,combolist stuffing list government 1 million checked monero,exploit_in,2024-06-21 16:52:00
post_1532,fresh account dump 100k records crypto exchange monero accepted,hackforums,2024-06-29 10:37:00
post_1533,zero day in office365 bypass av unpatched selling 500 usd,darknetlive,2024-03-16 14:06:00
post_1534,malware builder tested bypass web application 500 usd,exploit_in,2024-02-24 13:30:00
post_1535,fresh logs dump 500k records retailer xmr accepted,breachforums,2024-03-09 04:44:00
post_1536,fresh credential dump 2 million records crypto exchange monero accepted,exploit_in,2024-04-02 04:15:00
post_1537,leak from fortune 500 10k records includes logs,exploit_in,2024-01-15 10:55:00
post_1538,leak from social media 5k records includes account,exploit_in,2024-05-06 22:21:00
post_1539,exploit for android modular 0.5 btc escrow available,darknetlive,2024-02-15 16:08:00
post_1540,botnet source code fud fully undetected 1000 usd limited offer,darknetlive,2024-01-11 04:51:00
post_1541,fresh credential dump 500k records university crypto accepted,exploit_in,2024-06-11 20:27:00
post_1542,5k account from fortune 500 verified usdt,darknetlive,2024-06-12 14:46:00
post_1543,access to major bank network persistent 500 usd xmr,exploit_in,2024-03-14 06:04:00
post_1544,leak from ecommerce site 500k records includes logs,hackforums,2024-03-29 00:34:00
post_1545,logs stuffing list social media 2 million checked bitcoin,darknetlive,2024-03-30 15:29:00
post_1546,zero day in windows kernel modular unpatched selling 500 usd,breachforums,2024-03-24 04:39:00
post_1547,leak from healthcare provider 200k records includes account,raidforums,2024-06-24 06:12:00
post_1548,ssn stuffing list major bank 500k checked monero,raidforums,2024-05-25 19:13:00
post_1549,phishing kit hospital clone bypass av xmr,hackforums,2024-03-01 17:35:00
post_1550,backdoor as a service automated monero only serious buyers,darknetlive,2024-03-22 17:19:00
post_1551,100k account from retailer verified usdt,breachforums,2024-04-10 09:15:00
post_1552,backdoor source code bypass av bulk discount limited offer,exploit_in,2024-04-24 19:52:00
post_1553,buying ssn from crypto exchange paying 500 usd in crypto,exploit_in,2024-03-25 07:42:00
post_1554,buying fullz from government paying 0.5 btc in usdt,hackforums,2024-05-22 16:15:00
post_1555,new ddos available fud fully undetected contact for auction,breachforums,2024-02-18 05:02:00
post_1556,zero day in office365 encrypted unpatched selling bulk discount,darknetlive,2024-06-24 06:44:00
post_1557,access to government network fud fully undetected pm for price btc,darknetlive,2024-02-21 00:17:00
post_1558,keylogger as a service bypass av btc only serious buyers,hackforums,2024-01-18 11:53:00
post_1559,botnet as a service modular btc only serious buyers,darknetlive,2024-06-18 00:05:00
post_1560,backdoor as a service silent install bitcoin only serious buyers,breachforums,2024-05-27 13:30:00
post_1561,ddos as a service fud fully undetected monero only serious buyers,hackforums,2024-02-08 03:13:00
post_1562,fresh logs dump 2 million records retailer usdt accepted,breachforums,2024-06-04 23:43:00
post_1563,fresh logs dump 100k records hospital monero accepted,raidforums,2024-06-07 23:02:00
post_1564,new stealer available fud fully undetected contact for 500 usd,raidforums,2024-05-26 06:27:00
post_1565,exploit for apache server automated 0.5 btc escrow available,breachforums,2024-02-08 09:11:00
post_1566,fresh credential dump 1 million records social media crypto accepted,darknetlive,2024-01-03 18:42:00
post_1567,new backdoor available silent install contact for 500 usd,breachforums,2024-03-30 23:24:00
post_1568,credit card stuffing list crypto exchange 50k checked xmr,raidforums,2024-01-05 03:14:00
post_1569,fresh combolist dump 200k records government xmr accepted,hackforums,2024-04-03 12:19:00
post_1570,ransomware as a service persistent monero only serious buyers,darknetlive,2024-01-14 13:07:00
post_1571,malware as a service tested usdt only serious buyers,breachforums,2024-03-07 05:52:00
post_1572,ransomware as a service modular bitcoin only serious buyers,raidforums,2024-04-13 15:36:00
post_1573,exploit for office365 modular negotiable escrow available,hackforums,2024-04-05 09:27:00
post_1574,spyware as a service guaranteed xmr only serious buyers,breachforums,2024-01-29 01:35:00
post_1575,fullz stuffing list major bank 100k checked bitcoin,darknetlive,2024-01-26 14:25:00
post_1576,account stuffing list fortune 500 100k checked btc,darknetlive,2024-05-12 03:51:00
post_1577,buying ssn from crypto exchange paying negotiable in usdt,exploit_in,2024-04-28 02:12:00
post_1578,selling 5k account from healthcare provider 500 usd bitcoin,darknetlive,2024-01-21 01:52:00
post_1579,exploit for ios browser bypass av 500 usd escrow available,raidforums,2024-01-07 00:36:00
post_1580,new ddos available modular contact for 0.5 btc,breachforums,2024-05-07 00:13:00
post_1581,leak from government 50k records includes database,raidforums,2024-04-22 08:53:00
post_1582,phishing kit fortune 500 clone bypass av xmr,raidforums,2024-03-02 04:44:00
post_1583,selling 50k credential from ecommerce site 0.5 btc crypto,breachforums,2024-03-25 20:37:00
post_1584,fullz stuffing list major bank 100k checked btc,darknetlive,2024-03-05 01:01:00
post_1585,rat source code modular auction limited offer,breachforums,2024-03-21 07:42:00
post_1586,exploit for web application fud fully undetected bulk discount escrow available,exploit_in,2024-03-17 20:53:00
post_1587,buying fullz from hospital paying 0.5 btc in btc,hackforums,2024-04-15 12:06:00
post_1588,crypter as a service modular monero only serious buyers,breachforums,2024-03-15 18:36:00
post_1589,botnet source code guaranteed pm for price limited offer,breachforums,2024-01-07 06:29:00
post_1590,leak from healthcare provider 2 million records includes ssn,darknetlive,2024-06-10 21:40:00
post_1591,fresh credit card dump 100k records university usdt accepted,exploit_in,2024-06-01 16:56:00
post_1592,buying fullz from healthcare provider paying 0.5 btc in bitcoin,breachforums,2024-03-15 21:32:00
post_1593,malware builder persistent bypass apache server 1000 usd,exploit_in,2024-04-25 11:33:00
post_1594,fresh ransomware logs 500k lines automated daily,exploit_in,2024-01-16 00:16:00
post_1595,selling 5k account from university 0.5 btc usdt,darknetlive,2024-04-07 18:05:00
post_1596,spyware source code modular 500 usd limited offer,raidforums,2024-02-12 19:42:00
post_1597,leak from hospital 200k records includes account,hackforums,2024-01-12 18:22:00
post_1598,fresh ddos logs 100k lines bypass av daily,exploit_in,2024-04-19 01:31:00
post_1599,access to retailer network automated 1000 usd usdt,darknetlive,2024-03-26 23:24:00
post_1600,fresh logs dump 2 million records fortune 500 usdt accepted,exploit_in,2024-06-28 20:18:00
post_1601,5k credit card from ecommerce site verified crypto,breachforums,2024-05-10 09:09:00
post_1602,buying ssn from social media paying 1000 usd in bitcoin,hackforums,2024-04-01 18:48:00
post_1603,malware builder automated bypass web application bulk discount,raidforums,2024-02-26 08:34:00
post_1604,leak from hospital 500k records includes credential,exploit_in,2024-05-14 14:38:00
post_1605,fresh credential dump 5k records crypto exchange bitcoin accepted,hackforums,2024-02-24 03:37:00
post_1606,exploit for vpn client encrypted negotiable escrow available,hackforums,2024-01-01 10:11:00
post_1607,selling 1 million database from social media bulk discount bitcoin,darknetlive,2024-02-12 11:58:00
post_1608,account stuffing list fortune 500 1 million checked bitcoin,hackforums,2024-03-22 20:02:00
post_1609,fresh ddos logs 1 million lines guaranteed daily,breachforums,2024-04-30 23:30:00
post_1610,combolist stuffing list crypto exchange 200k checked btc,raidforums,2024-05-18 23:00:00
post_1611,buying fullz from ecommerce site paying negotiable in crypto,darknetlive,2024-01-27 07:53:00
post_1612,ddos source code modular 1000 usd limited offer,exploit_in,2024-06-07 07:44:00
post_1613,2 million combolist from social media verified btc,darknetlive,2024-03-28 18:16:00
post_1614,fullz stuffing list healthcare provider 50k checked monero,hackforums,2024-06-24 15:23:00
post_1615,fresh spyware logs 5k lines bypass av daily,hackforums,2024-06-23 23:03:00
post_1616,leak from university 1 million records includes database,exploit_in,2024-01-13 00:38:00
post_1617,zero day in android fud fully undetected unpatched selling bulk discount,darknetlive,2024-04-06 12:43:00
post_1618,logs stuffing list retailer 5k checked bitcoin,darknetlive,2024-02-11 00:52:00
post_1619,exploit for windows kernel automated auction escrow available,darknetlive,2024-05-26 14:50:00
post_1620,credit card stuffing list government 10k checked btc,darknetlive,2024-02-03 07:54:00
post_1621,fresh ssn dump 200k records ecommerce site crypto accepted,darknetlive,2024-03-20 12:08:00
post_1622,botnet source code no logs negotiable limited offer,exploit_in,2024-01-24 11:58:00
post_1623,malware builder bypass av bypass router firmware negotiable,raidforums,2024-05-30 16:25:00
post_1624,fresh botnet logs 2 million lines modular daily,breachforums,2024-04-01 14:59:00
post_1625,phishing kit fortune 500 clone persistent crypto,breachforums,2024-01-20 04:46:00
post_1626,crypter as a service fud fully undetected crypto only serious buyers,hackforums,2024-05-21 11:52:00
post_1627,exploit for database server silent install 500 usd escrow available,darknetlive,2024-03-24 08:23:00
post_1628,selling 50k logs from ecommerce site 1000 usd usdt,hackforums,2024-03-27 23:09:00
post_1629,malware builder no logs bypass database server 500 usd,raidforums,2024-06-06 23:46:00
post_1630,access to retailer network silent install auction crypto,hackforums,2024-06-14 20:43:00
post_1631,buying credential from government paying auction in btc,breachforums,2024-01-19 15:22:00
post_1632,access to crypto exchange network fud fully undetected auction crypto,hackforums,2024-03-25 22:40:00
post_1633,selling 5k credit card from university pm for price btc,hackforums,2024-06-08 07:21:00
post_1634,phishing kit major bank clone automated usdt,exploit_in,2024-04-11 14:30:00
post_1635,zero day in office365 no logs unpatched selling 500 usd,breachforums,2024-03-07 08:27:00
post_1636,malware builder silent install bypass router firmware 0.5 btc,breachforums,2024-06-29 17:06:00
post_1637,access to crypto exchange network encrypted negotiable monero,exploit_in,2024-05-11 21:16:00
post_1638,zero day in android bypass av unpatched selling pm for price,darknetlive,2024-04-25 21:08:00
post_1639,500k credential from healthcare provider verified usdt,hackforums,2024-03-05 05:17:00
post_1640,200k credit card from fortune 500 verified btc,breachforums,2024-02-24 05:09:00
post_1641,selling 100k credential from fortune 500 500 usd monero,raidforums,2024-06-26 16:24:00
post_1642,5k fullz from major bank verified btc,exploit_in,2024-04-08 03:00:00
post_1643,fresh credit card dump 1 million records university bitcoin accepted,darknetlive,2024-05-21 09:59:00
post_1644,access to crypto exchange network no logs bulk discount bitcoin,hackforums,2024-05-20 20:08:00
post_1645,exploit for windows kernel fud fully undetected 1000 usd escrow available,breachforums,2024-02-20 23:49:00
post_1646,buying ssn from major bank paying 1000 usd in xmr,breachforums,2024-04-22 02:21:00
post_1647,phishing kit hospital clone no logs crypto,raidforums,2024-01-19 00:57:00
post_1648,phishing kit healthcare provider clone no logs bitcoin,breachforums,2024-04-24 17:20:00
post_1649,1 million account from major bank verified btc,exploit_in,2024-02-19 13:26:00
post_1650,backdoor as a service modular usdt only serious buyers,exploit_in,2024-04-13 05:24:00
post_1651,buying credit card from social media paying 0.5 btc in btc,raidforums,2024-01-31 15:33:00
post_1652,database stuffing list major bank 100k checked btc,raidforums,2024-04-26 02:36:00
post_1653,phishing kit crypto exchange clone bypass av monero,darknetlive,2024-04-20 22:48:00
post_1654,buying logs from major bank paying 1000 usd in bitcoin,raidforums,2024-04-04 04:04:00
post_1655,exploit for apache server no logs 0.5 btc escrow available,raidforums,2024-06-20 23:08:00
post_1656,fresh ssn dump 5k records hospital monero accepted,exploit_in,2024-05-02 10:32:00
post_1657,fresh credential dump 2 million records ecommerce site usdt accepted,darknetlive,2024-01-27 17:22:00
post_1658,new backdoor available fud fully undetected contact for auction,hackforums,2024-01-17 20:25:00
post_1659,zero day in android tested unpatched selling 500 usd,raidforums,2024-01-02 01:05:00
post_1660,leak from ecommerce site 200k records includes ssn,exploit_in,2024-04-17 02:24:00
post_1661,phishing kit retailer clone automated bitcoin,darknetlive,2024-01-24 03:36:00
post_1662,selling 200k account from healthcare provider auction usdt,breachforums,2024-04-19 02:47:00
post_1663,fresh botnet logs 10k lines silent install daily,raidforums,2024-01-09 14:04:00
post_1664,malware source code automated 0.5 btc limited offer,darknetlive,2024-03-20 17:45:00
post_1665,fresh crypter logs 1 million lines encrypted daily,hackforums,2024-05-31 17:36:00
post_1666,malware builder encrypted bypass apache server bulk discount,exploit_in,2024-04-15 23:05:00
post_1667,account stuffing list government 200k checked xmr,darknetlive,2024-01-19 01:16:00
post_1668,selling 200k database from social media pm for price btc,darknetlive,2024-01-18 14:57:00
post_1669,leak from ecommerce site 50k records includes logs,hackforums,2024-02-19 18:35:00
post_1670,fresh crypter logs 1 million lines no logs daily,darknetlive,2024-03-22 07:24:00
post_1671,200k credential from university verified bitcoin,darknetlive,2024-06-29 01:25:00
post_1672,buying database from healthcare provider paying 1000 usd in crypto,breachforums,2024-02-16 23:52:00
post_1673,spyware source code no logs negotiable limited offer,hackforums,2024-06-19 19:06:00
post_1674,fresh fullz dump 100k records retailer btc accepted,darknetlive,2024-06-24 00:09:00
post_1675,account stuffing list hospital 1 million checked usdt,darknetlive,2024-04-13 22:39:00
post_1676,phishing kit ecommerce site clone fud fully undetected bitcoin,raidforums,2024-06-19 04:11:00
post_1677,phishing kit major bank clone fud fully undetected monero,hackforums,2024-03-22 03:21:00
post_1678,malware builder tested bypass windows kernel 1000 usd,raidforums,2024-04-22 09:02:00
post_1679,fresh credit card dump 2 million records fortune 500 btc accepted,breachforums,2024-05-31 21:23:00
post_1680,phishing kit major bank clone modular crypto,hackforums,2024-03-18 23:00:00
post_1681,selling 1 million fullz from healthcare provider bulk discount xmr,exploit_in,2024-06-16 10:56:00
post_1682,keylogger source code modular auction limited offer,raidforums,2024-02-07 01:23:00
post_1683,fresh credential dump 50k records hospital btc accepted,exploit_in,2024-04-11 18:27:00
post_1684,selling 100k logs from retailer 0.5 btc xmr,hackforums,2024-05-08 08:44:00
post_1685,fresh rat logs 500k lines modular daily,raidforums,2024-02-27 00:00:00
post_1686,buying logs from fortune 500 paying 1000 usd in xmr,breachforums,2024-06-11 11:53:00
post_1687,fresh credit card dump 2 million records hospital xmr accepted,exploit_in,2024-03-14 03:29:00
post_1688,zero day in ios browser silent install unpatched selling pm for price,breachforums,2024-03-19 10:54:00
post_1689,fresh credential dump 50k records crypto exchange usdt accepted,exploit_in,2024-03-03 00:40:00
post_1690,leak from government 5k records includes combolist,hackforums,2024-04-10 14:14:00
post_1691,backdoor source code automated 0.5 btc limited offer,exploit_in,2024-04-25 10:54:00
post_1692,malware builder guaranteed bypass android bulk discount,hackforums,2024-02-12 12:02:00
post_1693,malware builder encrypted bypass office365 auction,breachforums,2024-03-31 16:11:00
post_1694,zero day in router firmware fud fully undetected unpatched selling pm for price,darknetlive,2024-01-30 02:51:00
post_1695,malware builder guaranteed bypass wordpress negotiable,exploit_in,2024-01-26 20:50:00
post_1696,fresh malware logs 50k lines bypass av daily,darknetlive,2024-04-21 06:34:00
post_1697,exploit for apache server persistent pm for price escrow available,breachforums,2024-04-07 17:33:00
post_1698,fresh backdoor logs 50k lines silent install daily,hackforums,2024-05-20 12:38:00
post_1699,leak from social media 2 million records includes ssn,raidforums,2024-05-11 04:10:00
post_1700,new backdoor available no logs contact for bulk discount,hackforums,2024-02-02 20:59:00
post_1701,new rat available encrypted contact for negotiable,hackforums,2024-06-16 06:46:00
post_1702,phishing kit hospital clone silent install btc,breachforums,2024-06-21 04:47:00
post_1703,new botnet available silent install contact for 1000 usd,raidforums,2024-02-03 22:28:00
post_1704,exploit for wordpress fud fully undetected 1000 usd escrow available,darknetlive,2024-05-08 02:26:00
post_1705,fresh ddos logs 500k lines modular daily,hackforums,2024-06-05 17:14:00
post_1706,credential stuffing list fortune 500 100k checked bitcoin,exploit_in,2024-03-17 12:55:00
post_1707,selling 200k credit card from healthcare provider auction bitcoin,raidforums,2024-03-11 02:39:00
post_1708,200k ssn from crypto exchange verified monero,darknetlive,2024-01-04 16:03:00
post_1709,10k logs from hospital verified bitcoin,exploit_in,2024-02-09 02:36:00
post_1710,database stuffing list university 5k checked xmr,raidforums,2024-03-17 20:02:00
post_1711,5k credit card from ecommerce site verified monero,exploit_in,2024-03-29 00:19:00
post_1712,200k account from government verified monero,hackforums,2024-01-31 02:18:00
post_1713,zero day in office365 automated unpatched selling auction,breachforums,2024-03-09 21:09:00
post_1714,access to crypto exchange network modular pm for price btc,darknetlive,2024-02-07 20:15:00
post_1715,phishing kit ecommerce site clone tested monero,raidforums,2024-02-04 23:18:00
post_1716,new stealer available silent install contact for bulk discount,hackforums,2024-02-21 01:51:00
post_1717,fresh database dump 100k records social media crypto accepted,raidforums,2024-04-04 14:49:00
post_1718,phishing kit university clone modular crypto,darknetlive,2024-06-11 10:12:00
post_1719,ddos as a service guaranteed xmr only serious buyers,breachforums,2024-05-08 12:51:00
post_1720,500k combolist from fortune 500 verified monero,breachforums,2024-01-06 17:44:00
post_1721,botnet source code guaranteed negotiable limited offer,darknetlive,2024-02-06 10:50:00
post_1722,selling 2 million combolist from fortune 500 500 usd xmr,darknetlive,2024-02-16 12:07:00
post_1723,selling 1 million credit card from government auction monero,breachforums,2024-03-22 09:13:00
post_1724,buying credit card from retailer paying 500 usd in bitcoin,breachforums,2024-06-14 21:46:00
post_1725,buying ssn from fortune 500 paying negotiable in bitcoin,darknetlive,2024-01-24 17:17:00
post_1726,new ddos available automated contact for pm for price,raidforums,2024-03-07 08:54:00
post_1727,selling 100k account from government pm for price monero,hackforums,2024-03-28 23:52:00
post_1728,ddos as a service guaranteed btc only serious buyers,raidforums,2024-04-14 06:12:00
post_1729,selling 100k combolist from major bank pm for price bitcoin,darknetlive,2024-05-17 02:01:00
post_1730,exploit for apache server persistent 500 usd escrow available,raidforums,2024-03-20 05:20:00
post_1731,access to hospital network silent install negotiable btc,hackforums,2024-06-26 03:49:00
post_1732,fullz stuffing list retailer 5k checked bitcoin,darknetlive,2024-04-06 19:22:00
post_1733,fresh backdoor logs 200k lines persistent daily,hackforums,2024-06-10 15:50:00
post_1734,exploit for wordpress silent install 1000 usd escrow available,raidforums,2024-02-13 04:40:00
post_1735,crypter as a service tested bitcoin only serious buyers,breachforums,2024-04-30 12:05:00
post_1736,leak from social media 2 million records includes credential,hackforums,2024-05-09 05:53:00
post_1737,50k fullz from major bank verified bitcoin,exploit_in,2024-03-31 20:54:00
post_1738,ddos as a service no logs usdt only serious buyers,hackforums,2024-03-07 12:30:00
post_1739,exploit for wordpress persistent 500 usd escrow available,breachforums,2024-02-11 22:32:00
post_1740,access to ecommerce site network modular 500 usd xmr,hackforums,2024-06-19 21:40:00
post_1741,new backdoor available tested contact for 0.5 btc,raidforums,2024-04-05 20:03:00
post_1742,malware as a service automated usdt only serious buyers,raidforums,2024-03-10 12:43:00
post_1743,zero day in database server silent install unpatched selling 0.5 btc,exploit_in,2024-03-19 03:41:00
post_1744,exploit for windows kernel guaranteed 500 usd escrow available,raidforums,2024-05-10 09:42:00
post_1745,exploit for apache server tested negotiable escrow available,breachforums,2024-04-19 23:17:00
post_1746,fresh database dump 10k records hospital bitcoin accepted,exploit_in,2024-04-06 18:13:00
post_1747,exploit for windows kernel encrypted auction escrow available,hackforums,2024-02-05 00:16:00
post_1748,200k credential from healthcare provider verified usdt,darknetlive,2024-06-18 02:09:00
post_1749,fresh credit card dump 500k records hospital crypto accepted,breachforums,2024-06-14 14:25:00
post_1750,spyware source code encrypted 500 usd limited offer,hackforums,2024-01-21 19:49:00
post_1751,new backdoor available automated contact for 0.5 btc,exploit_in,2024-06-08 15:41:00
post_1752,10k credit card from government verified usdt,raidforums,2024-01-30 19:05:00
post_1753,exploit for wordpress tested bulk discount escrow available,breachforums,2024-02-29 03:09:00
post_1754,new keylogger available encrypted contact for auction,raidforums,2024-03-10 09:36:00
post_1755,account stuffing list major bank 1 million checked bitcoin,darknetlive,2024-05-23 14:25:00
post_1756,zero day in router firmware modular unpatched selling 1000 usd,hackforums,2024-03-20 02:26:00
post_1757,10k logs from major bank verified xmr,hackforums,2024-03-03 11:20:00
post_1758,buying credential from crypto exchange paying pm for price in crypto,raidforums,2024-06-06 05:29:00
post_1759,fresh database dump 100k records fortune 500 usdt accepted,darknetlive,2024-02-22 01:44:00
post_1760,malware source code persistent 1000 usd limited offer,hackforums,2024-02-11 14:26:00
post_1761,1 million credit card from healthcare provider verified xmr,exploit_in,2024-06-07 17:53:00
post_1762,logs stuffing list university 10k checked crypto,darknetlive,2024-03-25 08:55:00
post_1763,500k credit card from ecommerce site verified btc,raidforums,2024-05-27 08:56:00
post_1764,zero day in database server tested unpatched selling 500 usd,raidforums,2024-04-17 04:38:00
post_1765,fresh malware logs 500k lines fud fully undetected daily,hackforums,2024-04-24 04:03:00
post_1766,fresh credential dump 2 million records retailer xmr accepted,raidforums,2024-03-14 20:45:00
post_1767,selling 1 million combolist from crypto exchange 0.5 btc xmr,breachforums,2024-06-05 07:36:00
post_1768,malware builder silent install bypass router firmware negotiable,darknetlive,2024-03-26 12:55:00
post_1769,leak from university 5k records includes credit card,exploit_in,2024-04-20 02:59:00
post_1770,crypter source code no logs pm for price limited offer,raidforums,2024-03-07 22:20:00
post_1771,500k fullz from healthcare provider verified btc,hackforums,2024-02-22 09:56:00
post_1772,stealer as a service no logs monero only serious buyers,raidforums,2024-03-15 05:16:00
post_1773,spyware as a service modular usdt only serious buyers,raidforums,2024-05-09 23:44:00
post_1774,credential stuffing list social media 50k checked usdt,exploit_in,2024-03-12 12:48:00
post_1775,selling 200k fullz from retailer 0.5 btc xmr,hackforums,2024-02-18 01:19:00
post_1776,malware builder fud fully undetected bypass wordpress 500 usd,darknetlive,2024-02-11 17:39:00
post_1777,5k database from fortune 500 verified xmr,exploit_in,2024-02-04 16:09:00
post_1778,credential stuffing list fortune 500 500k checked monero,breachforums,2024-01-28 06:13:00
post_1779,spyware as a service encrypted crypto only serious buyers,raidforums,2024-06-26 03:42:00
post_1780,database stuffing list major bank 2 million checked crypto,darknetlive,2024-06-05 11:48:00
post_1781,stealer as a service fud fully undetected xmr only serious buyers,exploit_in,2024-02-14 07:47:00
post_1782,selling 200k combolist from retailer negotiable btc,hackforums,2024-02-11 05:42:00
post_1783,buying account from retailer paying 1000 usd in xmr,darknetlive,2024-06-02 05:59:00
post_1784,selling 5k database from social media 500 usd btc,exploit_in,2024-06-10 04:21:00
post_1785,malware builder modular bypass office365 1000 usd,exploit_in,2024-04-08 12:48:00
post_1786,zero day in web application encrypted unpatched selling 0.5 btc,hackforums,2024-01-20 05:06:00
post_1787,fresh credential dump 100k records healthcare provider crypto accepted,exploit_in,2024-06-27 11:44:00
post_1788,50k fullz from retailer verified bitcoin,hackforums,2024-06-10 07:38:00
post_1789,fresh ssn dump 200k records fortune 500 crypto accepted,hackforums,2024-05-22 14:11:00
post_1790,selling 10k combolist from fortune 500 500 usd bitcoin,darknetlive,2024-06-22 10:43:00
post_1791,ransomware source code automated pm for price limited offer,darknetlive,2024-02-21 09:18:00
post_1792,buying combolist from social media paying auction in btc,darknetlive,2024-05-28 10:00:00
post_1793,buying ssn from major bank paying auction in xmr,exploit_in,2024-06-24 11:04:00
post_1794,credit card stuffing list retailer 10k checked xmr,hackforums,2024-04-19 20:42:00
post_1795,new spyware available encrypted contact for 1000 usd,darknetlive,2024-03-22 05:10:00
post_1796,keylogger source code automated negotiable limited offer,breachforums,2024-02-06 19:08:00
post_1797,access to fortune 500 network bypass av bulk discount xmr,hackforums,2024-04-15 06:02:00
post_1798,ddos source code silent install 0.5 btc limited offer,hackforums,2024-06-20 23:51:00
post_1799,access to crypto exchange network fud fully undetected pm for price xmr,darknetlive,2024-04-06 02:21:00
post_1800,credential stuffing list ecommerce site 50k checked btc,hackforums,2024-06-13 02:11:00
post_1801,fresh fullz dump 200k records university xmr accepted,raidforums,2024-05-17 04:55:00
post_1802,leak from hospital 5k records includes account,exploit_in,2024-05-15 10:16:00
post_1803,new keylogger available automated contact for 0.5 btc,darknetlive,2024-04-09 20:25:00
post_1804,malware builder silent install bypass android bulk discount,exploit_in,2024-06-17 05:07:00
post_1805,new botnet available fud fully undetected contact for negotiable,darknetlive,2024-06-25 02:02:00
post_1806,new spyware available automated contact for 1000 usd,raidforums,2024-06-28 03:05:00
post_1807,malware builder modular bypass android bulk discount,breachforums,2024-05-27 22:33:00
post_1808,access to healthcare provider network fud fully undetected pm for price btc,breachforums,2024-04-20 13:26:00
post_1809,exploit for windows kernel tested auction escrow available,hackforums,2024-03-24 05:17:00
post_1810,phishing kit university clone guaranteed usdt,exploit_in,2024-02-13 21:49:00
post_1811,credential stuffing list retailer 50k checked btc,hackforums,2024-04-21 07:54:00
post_1812,new ddos available bypass av contact for 500 usd,exploit_in,2024-03-27 20:07:00
post_1813,zero day in ios browser persistent unpatched selling 500 usd,hackforums,2024-02-27 22:38:00
post_1814,fresh database dump 500k records fortune 500 usdt accepted,breachforums,2024-05-02 10:45:00
post_1815,2 million account from hospital verified usdt,exploit_in,2024-05-28 05:00:00
post_1816,malware source code tested 0.5 btc limited offer,exploit_in,2024-04-17 18:54:00
post_1817,access to university network fud fully undetected pm for price crypto,darknetlive,2024-06-28 12:24:00
post_1818,fresh backdoor logs 5k lines bypass av daily,darknetlive,2024-03-23 14:13:00
post_1819,rat source code guaranteed 500 usd limited offer,hackforums,2024-04-23 23:19:00
post_1820,botnet source code modular pm for price limited offer,breachforums,2024-04-18 18:19:00
post_1821,logs stuffing list retailer 2 million checked btc,raidforums,2024-04-27 09:43:00
post_1822,zero day in web application silent install unpatched selling 1000 usd,raidforums,2024-05-09 09:07:00
post_1823,buying combolist from retailer paying bulk discount in usdt,exploit_in,2024-05-28 17:51:00
post_1824,fresh combolist dump 5k records crypto exchange bitcoin accepted,exploit_in,2024-01-03 19:10:00
post_1825,credential stuffing list university 5k checked bitcoin,raidforums,2024-02-05 14:02:00
post_1826,1 million credential from major bank verified btc,breachforums,2024-03-05 11:33:00
post_1827,credential stuffing list social media 500k checked btc,exploit_in,2024-03-25 15:19:00
post_1828,leak from ecommerce site 500k records includes account,hackforums,2024-04-16 07:00:00
post_1829,phishing kit major bank clone fud fully undetected bitcoin,breachforums,2024-04-09 21:25:00
post_1830,rat source code bypass av 1000 usd limited offer,raidforums,2024-03-07 18:12:00
post_1831,leak from retailer 1 million records includes logs,raidforums,2024-06-16 03:33:00
post_1832,new stealer available guaranteed contact for negotiable,hackforums,2024-06-25 03:03:00
post_1833,zero day in vpn client fud fully undetected unpatched selling 500 usd,darknetlive,2024-05-03 08:42:00
post_1834,5k database from fortune 500 verified bitcoin,darknetlive,2024-01-30 10:58:00
post_1835,botnet source code persistent 1000 usd limited offer,darknetlive,2024-02-01 19:00:00
post_1836,rat as a service encrypted bitcoin only serious buyers,exploit_in,2024-05-02 12:19:00
post_1837,zero day in wordpress tested unpatched selling 500 usd,hackforums,2024-01-25 07:34:00
post_1838,exploit for ios browser tested 500 usd escrow available,exploit_in,2024-01-27 05:44:00
post_1839,selling 50k credit card from hospital 500 usd usdt,hackforums,2024-04-30 07:59:00
post_1840,botnet source code persistent bulk discount limited offer,darknetlive,2024-06-20 09:10:00
post_1841,new keylogger available encrypted contact for negotiable,breachforums,2024-06-06 02:28:00
post_1842,selling 10k credential from social media auction usdt,raidforums,2024-06-02 02:16:00
post_1843,buying combolist from retailer paying 500 usd in xmr,exploit_in,2024-03-17 14:55:00
